리뷰,평점
"40년 부산 살면서 듣지도 가지도 못했던 곳이 갑자기 언론을 타면서 유명관광지로 둔갑 ,,, 나 역시 혹시나 해서 갔다가 역시나 한곳 ... 당췌 왜 가는건지",1.0
"통영 동피랑 마을에 비해 좀 더 면적이 넓은감
골목 여기저기 파헤치고 다니느라 가을 날씨였지만 좀 덥고 지쳤다. 동피랑 마을은 두 번이나 갈정도로 좋았는데 여긴 좀 피곤함이 몰려왔다.
그날 너무 걸어서 지친 상태라 그랬는지도 모르겠지만.. 좁은 골목을 누빌 걱정은 좀 해야할거 같다",3.0
"감천문화마을은 벽화가 유명해서 갔는데
오르막길이 많고 좁아서 걸어다니면
생각보다 힘들더라구요
제가 갈때는 어린왕자랑 사진찍을때
줄이 없어서 기념삼아 사진도 찍고 좋았어요
헤질녁이 휠씬 분위기 있고 좋아요",4.0
"주민과 공무원 그리고 지역의
예술가들의 열정이 녹아들어있는 아름다운 마을이다. 년간 180만명이
찾아오는 감천은 방문자의
50%이상이 외국인이며
2~30대 젊은이들이 이곳을 찾는다. 생활공간이면서 관광지인 감천은 새로운유형의 관광모델임을 보여주는곳이다",5.0
친구와 낮에 갔다가 저녘까지있었는데 오히려 야경이 더 아름다웠습니다!!ㅎㅎㅎ 물론 개인취향이니 참고 하시길 바랍니다!!,5.0
"마을버스로 이용했어요.
인터넷에 올라온 사진으로 먼저 접했는데 기대가 너무 컸나봐요.
날씨 좋을때 방문하시길!!",4.0
"부산 가면 일단 해운대 먼저 가서 바다 보고 계속 해운대만 있곤 했는데, 이번엔 해운대 가기전에 감천문화마을 방문했어요~
아기자기 알록달록 볼거리 많은 관광명소입니다",5.0
부산에 유명한 곳 중 한 곳이죠. 벽화마을로. 아기자기한 그림들이 많아 사진찍기엔 좋은곳. 하지만 실제 사람들이 살고있기에 주의해주면 어떨까싶습다,5.0
"부산의 특별한 사진을 담고 싶다면 방문할만한 곳입니다.
주민들이 사는 동네이므로 방문시 예의를 지키고 사생활을 침해하지 않도록 주의한다면 즐거운 방문이 될 것 같네요",4.0
영화 변호인으로 더욱 유명해진 마을이다. 걷기 좋은 산책로가 잘 조성되어있다. 현재 사람들도 많이 살고 있으므로 산책을 할 때는 조용해야 한다.,5.0
사진찍기 아기자기한 마을이나 사실 부산바다 도시뷰를 보기위해 오른 마을..중간 중간 아기자기한 마을 찍는 여성 여행객들이 많음..씨티투어 버스업체들도 골목길로 여행객들을 싣고 가기도,4.0
"스탬프 코스를 따라가며 아이들과 즐겁고 행복했어요^^
중간중간 먹을거리와 쉴곳도 있습니다.",5.0
"피난민들과 특정종교인들이 터를 잡고 오랜세월 살아오면서 자연스레 형성된 달동네(?)인데, 바닷가마을 특성상 다양한 색상이 잘 칠해져 있고 관광지로 개발이 생각보다 잘되어 있어 인상깊었습니다.

전망이 시원하고, 아기자기한 골목들이 많았으며, 관광객들도 패키지 이용객들, 개인여행자들이 다양히 있었고, 꼭대기에 까페나 식당도 꽤 있었습니다. 두루 둘러보며 반나절 머물기에 적당합니다.

파주 헤이리의 과거 실사확대판으로 보면 이해가 빠를 것인데, 산속에 위치해 있어 전망이 훨씬 좋고 실제 마을이라 자연스럽습니다.",4.0
알려진만큼 관광객들붐비네요. 예전 달동네가 이젠 온갖 공방 스튜디오 카페 등으로 바뀌어 많은 사람들이 찾아오는 것은 좋은 일이지만 넘 상업화안되고 지금의 모습을 잘 간직하면 좋겠네요. 우린 골목만 한시간 가량 걷다가 나왔습니다. 기념품소품도 가격이 만만찮네요,4.0
부산의 명소 중 한 곳. 오래된 마을에 다양한 벽화와 조각 등으로 꾸며 돌아보는 맛이 좋고 마을 위로 올라가면 부산시내와 항구를 조망할 수 있다,5.0
구경하기 정말 좋고 사진도 잘나오는 마을이에요 단점이라고하면 진짜 주민들이 사시는데기때문에 밤에 차를 끌고 다닐때는 라이트를 집쪽으로 안해야하고 꼬불꼬불해서 차에 상처가 생길만해요. 대중교통을 이용해서 낮에 가는게 최고인거 같아요,4.0
"알려지기 전부터 사진출사로 자주갔던 곳인데. 아무래도 사시는 분들이 있으시기 때문에 기본적인 매너는 지켜줬으면 좋겠네요.
석양이 지고 어둠이 깔렸을때 찍었는데 사진은 잘 나왔어요. 핫스팟은 아무래도 어린왕자있는 곳이겠죠.",4.0
길이 별루던데 그래도 엉망으로 주차하고 일단 구경햇어요. 겨울인데도 부산은 안추웟다능거 ㅋㅋㅋㅋ 티비에서 보던 감천마을을 실제로 봣내요. 포인트네서 사진만 찍음,3.0
도심에서 조금만 벗어나면 높은곳에 위치한 아주 오래된듯한 마을이 나타납니다.겉으로 보는모습과는 다르게 마을안으로 들어서면 아기자기하고 이쁜 벽화와 조형물을 만날수있습니다.어린왕자는 사진찍는 필수 코스 입니다,5.0
어린왕자랑 사진찍는게 유명해서 찍어보고 싶었는데 줄을 엄청 길게 서더라고요 그래서 그냥 눈으로 보고만 왔어요ㅎㅎ 사진찍는 사람들도 정말많았어요,3.0
"벽화마을이야 우리나라 관광지 어딜가도 있기에 그렇게 신기하진 않았는데요
고불고불한 동네 윗쪽으로 올라가서 내려다 보면 마을이 예쁩니다.",5.0
사진 찍으로 가는곳이에요 좋은데 유명해 지면서 어린왕자랑 사진 찍을려면 기본 1시간 대기 해야합니다... ㅎㅎ ㅠㅠ 저도 1시간 대기 했어요~,5.0
너무 많은 관광객들이 찾는 탓인지 주차하기도 어렵고 구경하기도 힘들었어요. 비가 내리는 날에는 되도록 안가시는게 좋을 것 같아요.,3.0
부산에 가시면 한번쯤 방문해 보시는 것도 괜찮을 것 같습니다. 방문객이 많은 주말 점심때 갔는데도그렇게 시끄러운 분위기가 아니며 다들 골목 이곳저곳을 둘러보며 사진을 찍습니다. 여기저기 잘 꾸며 놓아서 사진찍기에 좋습니다.,5.0
"실제 돌아다니며 눈에 들어오는 풍경들도 좋았지만,
사진속 배경들이 너무 예쁜 곳.
가장 불편한건 역시 주차문제.
도로변에 세워두고 갔다왔더니 떡하니 주차금지 경고문이 .. 와이퍼 사이에

그래도 다채로운 볼거리와 풍부한 먹거리 등 한나절 구경하기 좋은곳.",5.0
sns를 통해 알게 된 관광지에요. 골목이 좁기때문에 자가용보다는 대중교통을 이용할 것을 추천합니다. 아! 그리고 대부분 주민들이 살고있는 곳이기때문에 아무리 관광지라도 조용하고 깨끗하게 이용하는 매너!!꼭 지키셨으면 해요.,4.0
구경삼아 갔었는데 사진을 찍기위해 오는 관광객들이 굉장히 많았습니다. 구석구석 벽화도 이쁘고 위로 올라갈수록 내려다보는 풍경이 이쁩니다^^,4.0
우리나라에서는 색다른 문화와 생활환경 그리고 그 옛날 우리 부모님들이 전쟁통에 살던 모습을 느낄 수 있고 더불어 행복을 느낄수 있는곳,5.0
"언덕 꼭대기에 겹겹이 쌓아놓은듯한 집들...전쟁에 피난민들이 몰려 다닥다닥 모여살았던 집들에 색을 칠하고 관광객을 맞았지만 여러나라들에서 온 관광객 들로 가득하여 시끄럽고 ...아기자기한예쁜 가게들도 많고 예쁜사진을 찍을수 있는 포인트도 많이 있어서 젊은 아이들은 신나라하는듯...
한바퀴를 돌며 그안에 살고있는 혹은 그전에 살았을 사람들의 팍팍한 삶을 느낄수 있어서 조금은 가슴이 아팠다..",3.0
연휴에 부산에 내려온 친척들이 가보고 싶어하여 방문하였습니다. 감천동이 이렇게 변화하였을 줄은 몰랐네요.,4.0
"1-2시간이면 충분히 본다고 했는데
사진찍고 구석구석 다니면서 4시간 정도 걸렸다.
지도 구매해서 스탬프투어도 쏠쏠한 재미.",5.0
제가 알기로는 그렇습니다. 우리나라에 이젠 무수히 많은 벽화마을이 있지만 역시 그 중 최고는 감천문화마을입니다. 찾아가기 조금 애매하고 뚜벅이 여행자에겐 찾아가기 더 불편하지만 막상 가게 된다면 그런 생각은 사라질 것 입니다.,5.0
"문화 마을이라고는 하지만, 벽화 몇개 그려진 듯한 느낌이 다였습니다. 부산이라고 생각하면 떠오르는 친근함이나 소박함 보다는 그냥 벽화 몇개만 생각나는......",3.0
감천문화마을은 산위에 있는 마을이라서 그런지 마을버스를 타고 가야하는 불편함이 있으나 그걸 참고 고생하면 엄청 아름답고 이쁜 마을이 보이는데 겨울에는 바람이 불러서 너무 추웠어요..,4.0
개인 별로 다르지만 멀리서 보면 볼수록 풍경에 묻힙니다. 색감이 진하지 않다 보니 파스텔톤 치고는 너무 옅고 방해물이 많은지라..차라리 안에 들어오거나 거리를 좁히면 이쁩니다.,3.0
"유명해져서 사람이 좀 많긴한데 사진찍기에도 좋고, KTX역에서 멀지 않아서 둘러보기 좋은것 같습니다. 여행객들에게 추천",4.0
스탬프 투어는 재미있는 아이템이라고 생각하지만 너무 구석구석 숨어있다. 빼먹지 않고 제대로 찍으려면 정말 구석구석을 매의 눈으로 탐색하며 가야 함. 지도 있어도 헤매다가 못 찾는 곳도 많다.,4.0
도장 다찍었습니다. 길을 쫌 헤매기는 했으나 좋았어요~ 중간중간에 먹을거리 쉴거리가 더 있었으면 좋겠더라구요 물한병 꼭 챙기시구요 스템프투어 중간에 엽서도 주니까 꼭 챙기세요,4.0
"산기슭에 있는 마을이지만 예술인들이 거주하면서 문화체험의 공간으로 새롭게 꾸민 곳이다. 곳곳에서 벽화와 같은 여러 조형물들을 발견할 수 있으며, 지도를 구입해 스탬프를 받는 체험도 가능하다. 다만 비가 오는 날에는 여러 모로 다니기가 불편하며, 길이 좁으므로 자가용으로 방문은 삼가는 것이 좋을 듯. 한편 마을이 관광지화되면서 상업성이 생겨난 것도 그렇지만, 방문객들 역시 이곳은 관광지이기에 앞서 주거지임을 우선 생각하면서 주민들을 배려하며 행동에 신중을 기할 필요가 있을 것이다.",4.0
"감천 문화마을에는 주말엔 가지마세요.. .사람이 너무 많아요

교통편도 불편합니다. 차도 너무 많구요...

현지 마을 사람들을 조금 배려하는 관광객의 모습이 필요합니다.

여름엔 정말 비추 입니다. 더운데 아스팔트 산복도로를 걸어가는건 무리입니다.",2.0
"너무 오랫만에 온 곳이라.
독일친구덕에 제가 오히려 부산 관광을 다시
한듯하네요. 우리가 좀 늦게가서 작은 골목들을 다 돌아다니지 못했지만 그래도 나름 괜찮았어요! 다음에
가면 일찍 가야겠어요
좀 상업적으로 변한듯하지만 그래도 지역 발전에 도움이 될듯합니다",4.0
"우리나라에서 최대의 벽화마을인지는 잘 모르겠지만, 어쨋든 꽤 큰 크기의 마을규모를 자랑합니다. 여러 아티스트들이 많이 모여들어서 그런지 벽화 말고도 다양한 조형물 등을 감상하실 수 있습니다. 커플, 혹은 친구들과 함께 재미있는 벽화들과 사진을 찍으면서 재미난 시간을 즐길 수 있을 겁니다. 다만, 교통이 좀 복잡하니 차는 왠만하면 갖고 가지 마시고, 지하철역에서 마을버스를 타고 이동하시는걸 추천합니다.",4.0
오르막이 많고 길도 조금은 헷갈리지만 왜인지 너무 정겹고 이런 동네도 있구나 하고 신기했습니다. 길고양이들도 굉장히 많았고 작고 아기자기하고 소박하고 투박한 마을이었습니다 ^^,4.0
여기 걸어서 한바퀴 돌기 은근 힘들더라구요. 마을은 확 트이고 이뻤어요. 사진찍으면 이쁘게 나오고 중간에 씨앗 호떡 등 주전부리 파는데도 있고 괜찮았어요,3.0
"처음에는 마을만 있어서 한적하고 좋았는데...
지금은 많이 상업화 되었어요.
하지만 아무것도 없을때보다는 중간에 쉴 곳이 있기는 하네요.",4.0
"간간이 벽화가 그려져 있거나 하지만...
예쁘거나 멋있거나 하진 않아요
대신 밤에 망원경이 있는곳에서 내려다 보는 감천항의 야경은 좋아요!",2.0
집들이 작고 앙증맞아 귀엽고 색들이 알록달록해 사진을 찍으면 정말 예쁘게 나옵니다. 마을을 보는 곳으로 가서 차를 마시는 것도 좋습니다.,4.0
"옛동네를 이렇게 감각적인 벽화들을 통해서 문화마을로 변화시킨 아이디어가 너무 좋구요
골목도 이쁘고 일몰시간에 가니 정말 환상적이었어요",4.0
"작년 겨울에 방문하여 아이들이 먹는 것 보고 그저 그러려니... 하며 아이들 것 한번 베어 먹었는데, 전혀~~.
제가 생각했던 그런 호떡 맛이 아니었어요.
그 맛을 잊지 못하고 이번 여름 그 더운데 그곳을 단지 호떡을 먹기 위해 다녀왔네요.
역시...
다만 너무 더워서 다른 곳은 이미 겨울에 보았기에 더 둘러보지는 않았어요.
하지만 한 여름 빼고는 한번쯤 다녀올 만한 곳입니다.",4.0
"친구들이랑 연인들과 아이들과 방문하기 좋은 장소
곳곳에 예쁜 장소들이 많아서 사진찍기에 아주 좋은 곳",5.0
"아기자기 하고 너무 좋았어요
어린왕자와 사진 찍고 싶었는데 줄이 길어서, 다음번엔 다시가서 꼭 사진 찍고 싶네요~~",5.0
양옆과 아래로 펼쳐진 주택들과 사이사이에 숨어있는 예술품들이 잘 어우러져있다. 산길인데다가 걷는 구간이 많아서 너무 덥거나 추울 때의 관광은 추천하지않는다. 봄에 방문할 경우 마을 가득히핀 벚꽃이 꽤나 즐거운 볼거리이니 봄의 방문을 추천.,4.0
진짜 산동네더군요. 쪼매난 콘크리트집들이 오밀조밀 붙어있는. 그러나 알록달록 멋졌습니다. 지역주민 스스로 관광자원을 개발하고 발전시켜가는 모습이 좋았습니다. 다만 여름에 방문하기엔 더워도 너무 더웠습니다.,4.0
"달동네 느낌이라 요즘 현대화된 아파트와는 다른..
또 각기 새로운 벽화들이 한번정도 볼만 합니다~",4.0
유명한 어린왕자와사진을찍을려면 줄을엄청서야합니다 그리고좀만더가시면옥상에서찍는곳이나오는데거기도이뻐요~,3.0
예쁜데 너무 높아요. 버스나 차 없이 한여름에 올라갔다가는 몸살납니다. 근처에 먹고 마실곳도 좀 부족한듯 하네요.,4.0
"대중교통을 이용해 꼭대기까지 올라가는데 다소 힘듭니다. 전망대에서 내려다 보는, 높은 건물이 거의 없는 아기자기한 모습이 귀엽습니다.",3.0
"꼭 가봐야할 곳이라고해서 가보았는데 예쁘긴 하나 기대만큼 크고 멋진 느낌은 없었어요.
사실 저녁에가서 오픈되어있는 곳이 별로 없어서 그럴 수는 있는데 그래도 야경이 정말 예쁜 곳이란 생각은 들어요^^",4.0
"더운 날씨에 올라가기에는 계단이 많아서 힘들고,, 사람이 너무많아서 사진찍기도 좋은 환경은 아니였습니다. 그래도 이쁜 마을이라 구경 한번 가보기에는 괜찮았습니다.",3.0
주말엔 일단 사람이 너무 많아서 사진 찍기 힘듭니다 근데 부산에 왔다면 한번쯤 가는것도 나쁘지 않네요,3.0
"30여년전의 서울 성북동, 미아동 같은 느낌이다. 어릴적 시간여행하는 듯한 추억에 젖어 잔뜩 흐린 날씨에 오르막길을 걸어봤다.
개발이라는 명목으로 완전히 갈아엎힌 서울에서 내추억도 엎어졌는디....감천마을에서 한 번 떠올려보았다는....",3.0
꼭대기 달동네를 다양한 색의 페인트 칠과 데코레이션으로 꾸며놓은 예쁜 집들과 볼거리가 많은곳. 미니버스 타고 꾸불꾸불한 길을 올라 도착. 씨앗 호떡도 맛있고 구경하면서 커피한잔 하시고 돌아보면 좋아요. 단 거기 사시는 분들께 폐가 안되게 조심하셔야 합니다.,4.0
"부산역 앞에서 버스타면 한번에 갈 수 있어요.
조금 시끄러운 분위기였지만 바다도 보이고 좋았습니다.",5.0
"벽화 그림과 담벼락 색칠,, 이렇게 꾸며놓긴 했지만,,,
멀리서 찍은 사진과는 느낌이 많이 달라요.
사진의 아름다움만 생각하고 가면,, 실망할 수도 있어요.",3.0
"감천 문화마을에는 주말엔 가지마세요.. .사람이 너무 많아요

그렇다고 평일에 혼자가지도 마세요.. 무섭습니다.

이곳은 사진찍고 놀기엔 좋습니다.

현지 마을 사람들을 조금 배려하는 관광객의 모습이 필요합니다.",3.0
부산에선 유명한 방문장소입니다. 접근성은 조금 떨어지지만 여유롭게 둘러보고 사진찍고 풍경을 감상하기엔 더할나위없이 좋은 장소입니다.,5.0
"부모님과 함께 방문하기에 부담 없는 곳이라고 생각됩니다.

마을 벽 곳곳에 벽화를 아기자기하게 잘 칠해놓은 것 같아 기분이 좋았습니다.

다리가 불편하신 분들은 비추천하구요.

오시기전에 다리운동 열심히 하고 오세요. 좀 많이 걷게되더라구여.",4.0
택시도 가기 힘든 곳인데다가 위치도 산 꼭대기인데 반해 가려는 사람은 많아서 접근성 면에서 많이 떨어짐. 어린왕자 앞에 50미터쯤 줄이 서 있음ㅜㅜ 유명세 때문에 기대 없이 가야하는 곳. 포토존마다 사람이 있기 때문에 인내심과 체력이 필요함. 사진찍기 좋아하는 사람이면 즐길 수는 있을 것임,3.0
"생각보다 규모가 훨씬 커서 깜짝 놀랐다. 바닷가 언덕을 따라 좁은 골목골목 파스텔톤 집이 가득한 마을이라면 이탈리아 친퀘테레나 포지타노가 떠오르는데, 감천문화마을은 그 둘과 비교해도 모자람이 없다.",5.0
"오르락 내리락 하느라 피로했지만 돌아다니면서 처음보게되는 그림이랑 글, 조형물 보는 재미 ㅇㅣㅆ었음",4.0
"부모님과 손잡고 천천히 걸으면서 구경하기 좋은 장소입니다.
단 감천 문화마을까지 올라갈때 버스를 타야 하는데 버스가 뱅뱅 돌아서 오르막길을 올라가기 때문에 그것은 매우 힘든 경험이 될것입니다. 단 버스에서 내린뒤부터는 아기자기하면서도 귀여운
마을을 볼 수 있어서 피곤함은 금방 잊을 수 있습니다.
어린왕자가 있는 곳에서 꼭 사진을 함께 찍어보세요. 단 사람이
많아 줄을 서야 할 수 있습니다. 그리고 마을에 사는 주민들을 위해 조금 조용히 구경해주세요.
사진이 정말 잘나오는 장소중에 하나입니다.",4.0
"오늘 낮에 다녀왔는데, 해가 너무 뜨거워 목이 다 탔어요 ㅠㅠ
그날 슬슬 보려고 하다가, 스탬프투어(2천원)를 시작했더니 욕심이 나서 매우 열심히 다녔네요. 물 한병 씩은 꼭 가지고 다니세요!
마을 자체는 너무 예쁘고, 특히 어르신들이 화장실, 거리를 깔끔하게 청소해주셔서 기분 좋게 다닐 수 있었어요.
여기 저기 포토 스팟도 있어 연령불문하고 좋아하실것같아요!",4.0
골목축제기간(5/13~15)에 방문하였는데 관광객들이 너무 많이 와서 치가 많이 막혀서 답답했는데 너무나 멋진 전망에 할말을 잃었습니다. 부산의 매력을 제대로 느끼고 왔습니다. 다른 분들께도 많이 추천하고 싶은 여행지입니다.,4.0
사진찍기 좋은 곳입니다~ 연인들이나 가족들이 방문하기에도 좋고 버스가 좁은 골목을 올라가는 이색적인 경험도 좋았습니다. 여성분들은 꼭 운동화 신고가세요~ 계단도 많고 경사가 많아서 힐신고가면 힘드실듯 합니다.,5.0
티비에도 많이나와서 꼭 한번가보고싶었는데 사진찍을 곳도 많고 너무 좋았습니당ㅋㅋㅋㅋㅋㅋㅋㅋ다시한번꼭가고싶어요,5.0
"오래전 고달픈 삶을 돌아보며, 아기 자기한 아날로그적 감성을 일으키나, 여전히 그 곳은 어려운 삶을 살고 있었습니다. 그러한 삶을 관조하며 돌아보는 것이, 아름답게 느껴지지은 않았습니다. 한국 사회의 양극화를 느끼게 하는 자리여서 불편하였습니다.",2.0
"부산의 명물이 되어버린 감천달동네, 예전에는 그저 부산에 많고 많은 산동네 중 하나였는데 벽화가 생기고 아기자기한 갤러리들이 생겨나며 명물처럼 된 장소입니다.

더운 여름에는 추천하고 싶지 않고, 날씨가 좋은 날 벽화와 함께 사진찍기 좋은 장소",4.0
"사람이 살고 있는 마을입니다. 가능하면 조용히 방문했으면 좋겠습니다.
외부의 조직가들과 주민들이 함께 아름다운 마을을 만들고자 노력하였으나 실상은 행정자치부와 외지인의 관광지 코스프레가 된 곳입니다.
단체로 관광하기 보다는 조용히 개별적으로 다녀오시길 권합니다. 그리고 주민의 사생활 보호는 기본입니다. 방문객의 몰상식한 태도들 때문에 다른 방문객들이 욕을 먹지 않았으면 좋겠습니다.
사계절 내내 여러번 방문해도 매번 다른 느낌을 받을 수 있는 것 같습니다. 마을 곳곳의 아기자기한 재미를 느낄 수 있는 곳입니다. 사진빨(?)도 좋습니다. 많이 걸어야되니 편안한 신발 신고 가시길 권합니다. 마을 곳곳에 휴식처가 많으니 적절하게 쉬면서 즐거운 하루를 보내시길 바랍니다.",3.0
"어린왕자와 사진찍기 위해 30분 정도는 기다렸던 것 같다
사람이 많이 기다리고 있어서 제대로 된 사진을 못찍어서 아쉽지만 풍경이 너무 예뻐서 좋았다, 어린왕자 찾아가는 길에 조금 헤메긴했지만 마을이 이뻐서 걷는 것도 좋았다",4.0
"산동네의 벽화마을입니다
규모도 크고 이국적인 풍경에 마음이 설레긴 합니다만
너무 복잡해요
골목에 차도 너무 많고 주차할곳은 항상 부족합니다.
하지만 그래도 골목의 풍경이 남아있어 갈때마디 잠깐이라도 들렸다옵니다.",4.0
한국전쟁당시에 피난민들이 산의 꼭대기에 세운 동네로 깍아지른 기울기에 집들을 지어 어렵게 살던 공동체의 동네가 현재는 아름다운 관광지로 탈바꿈되어 있어 많은 관광객들이 찾아온다.주위에 남포동과 자갈치시장이 있다~,5.0
"기대 이상으로 좋았던 여행지에요. 태종대, 해운대같은 기본적인 부산 관광지 외에 이런 곳도 있다니!! 싶었던... 산토리니라는 말은 오버구요. 그냥 부산스러움이 물씬 묻어나는 예쁜 동네랍니다. 스몰비어집도 잘 돼 있어서 풍경을 내려다보며 생맥주 한 잔 하기도 좋습니다. 예쁜 카페들도 많아요~",5.0
사진에서 보고 기대하고 갔는데 처음에 마을버스를 타지 않고 시내버스를 이용해서 아래에서 내려서 걸어갔더니 언덕을 올라가는 게 꽤 힘들었어요. 그래도 동네가 크지 않아서 천천히 둘러 보기 좋았고 아기자기한 가게들도 많아서 사진 찍기에도 좋았어요. 너무 큰 기대를 하지않고 방문한다면 소소한 즐거움을 느낄 수 있을 거 같아요,4.0
"인터넷에서 너무 유명하길래 방문해봣어요~
가는길도 재밌었구
부산 사람들의 생활모습도 느낄수 있어서 좋았던것같아요
예쁜 사진들도 남길수 있다는 장점!!",5.0
"어린왕자 외엔 볼것 없다는 후기들도 가끔 있어서 크게 기대하지 않고 갔는데, 의외로 좋았던 감천 문화 마을.
계단이 많아서 등산을 하는 듯한 육체적인 피로는 있었지만, 작은 골목과 아기자기한 가게들을 보는 즐거움에 힘들어도 흐뭇한 여행이었다.",5.0
동네가 알록달록해서 어디서든 사진을 찍으면 예뻐요. 스탬프투어 이벤트를 해주는데 이것도 꿀잼.,4.0
"몇년 전까지는 허름한 달동네가... 이렇게 추억거리가 될수 있다는 걸 알수 있다..
하나하나는 볼품 없지만 동네 전체를 보면 아기자기한 예쁜 그림이 될수 있다는 걸 알수 있다. 그렇다고 동네 전체가 예쁘게 꾸며둔건 아니다... 가면 지도를 파니 그 코스로 연인끼리 가면 사진 찍을 것이 많다.. 그리고 코스 중 엽서를 적을 수 있는 곳이 있으니 연인 서로에게 사랑을 편지를 적어보면 또 하나의 추억이 될수 있다.",4.0
"달동네다보니 경사가 매우 가파릅니다
필히 마을버스를 이용하심이 좋을 듯해요
비 오늘날 가서 고생좀 했네요...
마을버스 타는 곳이 책방골목과 가까우니 배차간격 고려해서 들렀다가 오시는것도 좋아요",5.0
"서울에도 비슷한곳이 있지만 부산도 나름 특별한 매력이 있다.
단지 대중 교통 관련 안내 및 친절성이 좀더 있었음 하는 바램.",4.0
"기대안하고 방문했는데 막상 올라가보니 전망이 좋은 마을이었어요 옛모습의 흔적을 간직하고 미로처럼 얽혀진 골목길과 집들은 정겹고 흥미로웠어요
한국의 마추픽추 맞네요
지역식당과 카페 수익금은 마을발전에 사용된다해서 차한잔 마셨어요
2000원에 지도구입하면 스탬프도 찍고 감천마을엽서도 받을수 있어요 맘에 쏙 드네요",4.0
"굉장히 더웠고 이동하기 불편함, 달동네인 만큼 이동하다보면 경사가 급해 다리에 무리가 가고 위험해보이는데도 계단이나 안전손잡이가 제대로 설치되지않은곳도 보였습니다. 사진찍는걸 엄청나게 즐기시는게 아니라면 전혀 추천드리고 싶지는 않습니다.",2.0
"먼저 입구부터 감천문화마을 전체와 어우러지는 사진 찍고, 들어가면서 물고기 사진 찍고, 돌아다니면서 마을 전체 찍고, 마지막으로 어린왕자상에서 뒷태 찍고! 구석구석 볼거리가 많아서 시간이 후딱 갑니다~",4.0
"3년전에 갔을때 정말 소소하고 아기자기했는데
얼마전에 찾아간 감천문화마을은 마을 곳곳에 커피숍, 먹거리, 기념품 등
온갖 상점만 즐비한 동네가 되어버렸네요.
아기자기하고 예쁜 벽화는 점점사라지고 그 자리를 상점이 차지하고 있어서 너무 아쉬워요.
그래도 공짜로 구경하면서 산책하기도 좋고 아직까지는 여전히 좋은곳입니다.
골목골목에 그려져있는 벽화를 즐기면서 걸어보세요.",4.0
사람들이 사는 곳이 어서 보는게 더 재미있었던 것 같고 천천히 산책하면서 둘러보기가 좋았다 우리가 갔을 때는 비가 갑자기 많이 와서 여기저기 다 볼 수는 없었지만 좋은 추억을 만들고 온 것 같다,5.0
"지하철 접근성은 떨어지지만, 남포동과 가까워 부산여행때 들르기 좋은 곳입니다. 골목골목을 찾아가기 다소 어렵지만 지도가 제공되어 간편합니다. 인근의 아미동 등과 엮어 보기 좋습니다.",4.0
"매년 가보고 있는데 점점 풍경이 이색적이고 다채로워지고 있습니다.
감천 문화마을은 마을 전체의 풍경을 채색시키고 발전시키는 지역 가운데중 가장 잘 발전된 케이스중 한곳 입니다. 보통은 조잡하고 일회성으로 끝나 왜했나 싶지만 이곳만큼은 지속성을 유지하여 정말로 멋진 뷰를 남겨놓았습니다.

내부도 오밀조밀하게 재밌으나, 다니다가 길을 잃을수 있으니 조심.
주차장이 협소하고, 주말에는 매우혼잡합니다.

감천마을 버스정류장 앞 커피숍 2층에 감천마을이 전부 내려다 보이는 전망 좋은 뷰가 있습니다. 다만 내려가는 곳에도 뷰포인트가 있다는 것은 함은정.",4.0
"가는길은 매우 험란합니다.
오르막길이 구불구불하고, 갓길에 주차가 되어있고, 관광객이 많아 차가밀려 운전이 미숙하신분은 아래에 차놔두구 맘편히걸어가세요
그치만 뷰가 끝내줍니다.
해질때쯤 가니 감성적 느낌으로 다가오더라구요.",5.0
사람들이 한 곳에 몰리면 사진찍기도 참.... 그랬다. 다양한 예술작품이 많아서 좋았다 거기서 사는 분들은 좀 시끄럽겠다는 생각이 들었다,5.0
"거닐면서 곳곳에 사진을 찍을만한 포토존도 잘 되어있었고,
마을 이곳저곳을 걸어보며 풍경을 보는것도 좋았습니다.",4.0
이 마을이 생기게된 역사적배경을 알기전까진 아름답기만 마을로 보였어요~ 전쟁통에 부산까지 피난와 이곳에 정착하여 지내기까지 얼마나 많은 고통과 외로움이있었을까 하는 생각이 들었고 그런 마음들을 색상으로 아름답게 표현한것같아 마음이 짠했습니다.. 여기저기 문화체험할것도 많고 볼것도 많고 먹을것도 있구요~ 또 가보고싶네요~,5.0
"TV에서 자주 보던 곳이라, 촬영차 방문 했습니다.
주차 공간도 넓었으며 주차비 또한 저렴했어요.
여름에 방문 했는데, 저희는 걸어 다니느라 너무 힘들었어요.
편한 운동화 신고 가세요. 그리고 유명한 어린왕자 같은 장소는 줄을 꽤 서야 합니다. 저희도 4~50분 정도 줄 선 것 같아요. 골목 골목 돌아 다니며, 사진도 찍고 좋았지만 한편으로는 가슴 아픈 곳이라 마음이 좋지는 않았어요. 부산 가시면 꼭 한번 들러보세요 :)",4.0
"이곳은 골이 깊은 지형에 독특하게 형성된 마을 지형이 너무나 이질감을 주는 공간이다.
나름대로의 아름다운 조형미 덕분에 사진사들이 많이 찾는다.
골목길 곳곳을 걸으면서 즐겨 보자.

지금은 개발이 진행되면서 옛느낌이 없어지고 있어 아쉽다.",4.0
부산의 산토리니라고 불리우는 감천마을 . 도장투어가 있어요 지도를 2000원에 구매해서 방문지마다 스탬프를 받고 다 완료해서 목욕탕 건물로 간다면 .완성자의 한해서 엽서 몇장을 선물로 줍니다.,4.0
