리뷰,평점
꽤 넓고 일부 사람이 사는 한옥과 박물관 등 지차체가 운영하는 곳이 있다. 단 박물관등은별도 출입료가 있다. 상점이 매우 많다,4.0
"아이와 전기바이크타며 신나게 돌아볼수있어요
어린아이와 함께할수있는게 거의없지만 전기바이크를 타고 한옥마을 전체를 둘러볼수있어 좋아요",5.0
"너무 이뻤습니다. 레스토랑 세군대 이용했는데 음식도 정갈하니 맛있었고, 볼거리가 많이 있습니다. 사람 많지 않은날 가시길 추천합니다",5.0
복잡한 곳. 한옥의 정취보다 그냥 걸어서 다니기 좋은 아지가지함이 있는 곳. 먹거리...특히 노점 먹거리는 획일화되어서 보기도 느낌도 않좋다. 그래서 점수를 박하게 준다. 천천히 2일정도 보고나면 암튼 2번은 안갈 곳.,3.0
"세돌되어 가는 친구 딸래미와 함께 한옥마을을 찾았습니다.
전주 중에서도 유난히 사람들이 집중된 곳이라 늘 북적북적하지만,
마을의 작은 골목들 안으로 미로처럼 찾아다니면서 의외의 장소들을 많이 발견했습니다.
겉모습만 보지말고, 안으로 들어가보세요~",4.0
"너무나 유명한만큼 항상 관광객의 발길이 끊이지 않는 곳입니다.
그때문에 항상 사람에 치이느라 힘들기도 하지만.. 때를 잘 맞춰가면 고즈넉한 한옥의 멋을 가득히 느끼고 돌아올 수 있는 곳입니다!",4.0
한여름에 여행했기에 더운건 감안해야했다. 숙소에 저녁 아홉시 이전에 도착해 짐을 풀고 마실 다녀오듯 한 바퀴를 돌았다. 밤의 분위기가 한옥마을에 내려앉아 산책하는 맛이 있었다. 다음날 점심전후로는 전날밤 못가본 경기전과 전동성당에 들어갔다. 여름에 여행한다면 이처럼 밤에 여유롭게 돌아보고 낮에는 특공대처럼 목표하는 곳만 돌아다니는걸 추천한다.,5.0
"한옥마을 고유의 고즈넉한 매력은 떨어지지만

다양한 맛집과 체험활동으로 여행하기에는 적합하고

경기전은 유료입장이지만 적극 강추",3.0
처음방문하였는데 과거와 현재가 공존하는 운치있는 명소였습다 한옥마을안에 있는 경기전이 있어 조선시대의 어진을 볼수 있는 체험도 가능했습니다,5.0
"7년만에 방문했는데 이전에 고즈넉하고 예쁜 느낌은 사라지고 없더라구요. 이제 너무 상업화 되어있어서 그점이 너무 아쉬웠어요. 맛집은 많지만 옛느낌이 없어져서...
관광으로는 이제 안갈거같아요.",4.0
7월말의 전주한옥마을 여행은 너무 더웠습니다. 이것저것 먹거리와 많은사람들이 복장코스프레를 많이하고 다니네요,4.0
기대했던 것보다 깨끗하고 잘정돈되어있고 한옥들이 예뻐서 좋았습니다. 유명 관광지라서 사람들이 많고 맛집에서는 조금 기다려야합니다.,5.0
"젊은 대학생들이 가장 선호하는 여행지 1위 한옥마을을 직접 방문하기 위해서.
하지만 한옥마을하면 떠오르는 전통적인 우리것과는 거리가 먼 최신 길거리 음식점들의 총합체.",4.0
전주에 살아서 그런지 한옥마을 별 거 없는 것 같긴 해요ㅋㅋㅋㅋ 그냥 먹을 거 많고 한복 입고 돌아다닐 수 있는 조용한 곳이라고 생각하시면 될 듯 합니다. 좋아요~,4.0
외국인 친구가 한국에 방문했다면 꼭 가봐야 할 도시 전주입니다. 여름에는 습하고 더워서 여행이 힘드니 가급적 가을에 방문하는 것을 추천합니다,5.0
"아무래도 전주 하면 한옥마을이 아닐까 싶어요. 가장 핫한 곳 답게 다양한 상점, 디저트, 음식들이 몰려있구요 한옥마을에서 한옥스테이 1박 이상 하시는 것도 추천합니다.",5.0
"기대했던것보다 규모가 컸고 사진찍기 좋은 곳도 많아서 아기들과 추억을 쌓기 좋았습니다
다만 이륜차를 대여해서 타고 다니는 사람들이 많은데 일부 고속으로 달리고 미숙한 운전으로 불안했습니다",4.0
"전주 여행의 중심이 되는 장소입니다. 전동성당, 경기전, 오목대와 이목대 등의 문화 유적이 함께 있는 곳이라 여행객 입장에서 방문할 수 밖에 없었는데요. 개인적으로 고풍스러운 분위기보다는 한옥 테마 파크 같은 느낌이 들었어요. 그래도 전체적으로 깔끔하고 맛집도 많으니 들러볼 만하다고 생각합니다.",4.0
"날도 더운데 다들 한복입고 돌아다니길래 결혼식이후로 첨 한복을 대여하고 돌아다녔음 말이 좋아 한옥마을이지 그냥 한복입고 먹자골목 돌아다니는거랑 다를바없음
그래도 서울에서 전주까지 온거 먹는게 남는거다싶어서 유명하다는 먹거리집은 거의다 돌아다녔는데 이건뭐 불친절도 이런 불친절이 없음
손님에게 인상쓰며 시비조로 말하는건 기본이고 문어꼬치집이 모여있는 곳이 있길래 줄이 가장 긴 곳에 서있었는데 꼬치만들던 알바생한테 말걸었다가 싸움날뻔-_-;
덕분에 2박3일 내내 기분잡쳐서 여행을 망쳐버림
전주쪽으로는 다시는 쳐다도 보기싫음",1.0
문꼬치를 대표해 국적불명 먹거리가 점령했다고 불평하지만 이또한 살아있는 문화아니던가요. 국적불명의 저고리 바이들이 난무해도 이또한 문화 아닐지요. 한옥마을의 역사적 의미가 조금더 알려졌으면 하지만 지방도시에서 생동감을 찾을수있는 좋은 관광지라 생각합니다. 획일화된 지방색에서 그나마 나름의 문화를 가기고 있는 좋은 곳 입니다.,5.0
많은 것을 보기보다는 마음가는 최소한의 장소에서 최대한의 여유와 풍류를 즐기는 것이 가장 현명하게 전주한옥마을을 즐기는 방법입니다.,5.0
"한옥마을 정취는 이제 하나도 없음
씨름 심판 옷 같은 정체불명의 한복을 입고 셀카질에 빠진 사람만 많음..
꼬치 냄새가 진동을 하고 사람들과 이륜차만 왔다갔다하는 아스트랄한 거리..
한국 문화를 소개하기 위해 외국인 친구를 데려온다면 쪽 팔릴 각오해야 함
한 탕 장사꾼들과 영혼 없는 난개발 조합의 정점",1.0
"내게는 고향같은 정취가 있었다.
엄마품같은 기와집
동네 친구가 기다리는 듯한 골목길

그 모든 것이 정지된 곳,
나는 추억으로 돌아간다.",4.0
"수많은 리뷰를 달며..별 두개는 처음이네요.

실제 사람이 살고 있는 그런 전통마을을 방문하는 것이 더 나을 것 같네요.
서울이나 순천 등에 있는..

여긴 전통 방식의 한옥도 아닌 듯 하고, 그냥 한옥 코스프레 되어 있는 관광지 같음.

역사와 전통을 살려 감탄하게 만들었다는 느낌이 아니라서
순전히 개인적인 생각에는 별로였습니다.

전주에 진정으로 그렇게 볼게 많고 유명한 장소가 넘친다면, 과연 왜 유명한 대형 체인호텔 하나 아직도 없는지 이유를 돌이켜볼만한 것 같습니다. 적당한 기대를 가진 숙소 정하기도 참 힘들더군요. 거의 모텔급 뿐이고..

전주음식도 서울이 더 깨끗하게 잘하는 듯 하고..막걸리만 시켜도 여러 반찬이 나온다는 곳은 먹고 나니 배탈도 났었고..

여러 계기로 여러 번 방문하게 되는 곳이지만 더는 가고 싶지 않습니다.",2.0
"처음 여기 갔을때 거리 하나하나가 너무 이뻐서 놀랬었어요. 온통 상점들이지만 겉모습 한옥 그 자체가 정말 이뻐요. 유럽쪽 보면 전통 외관 그대로 살려서 번화가가 구성돼 있잖아여. 아마 우리나라도 그랬다면 지금 이런 모습이지 않았을까 하는 생각도 들도 아쉽기도 하고 그랬어요.
먹을것들은 예전에는 여기서만 맛 볼수있는 특이한 것들이 많았는데 지금은 전국적으로 많이 퍼져서 재미로 즐기시면 좋을거 같아요.",5.0
엄마랑 동생이랑 당일치기로다녀왔는데 너무너무너무 재밌게 보냈어요 ;) 다음에도 또가보려구요 교복빌려서 돌아다녔는데 거리를 참 예쁘게 조성해놔서 좋았어요,5.0
"이가한옥에 숙박하고 걸어서 한옥마을 걸어서 구경하기
좋긴한데 사람이 너무 많다 모두들 한복 대여 전통과 현대... 매운맛 마니아는 닭꼬치 폭탄맛 이상 추천

많이 걷게 되오니 꼭 운동화신고 가세요",4.0
"한옥상점들이 많다고는 하지만 그도 나름 눈호강했구요. 아이들 한복빌려 입고 머리곱게 단장시키고 다녔네요. 머리손질은 무료라는데 상냥하게 최선을 다해주시는 모습에 많은 생각이 들더라구요.
경기전 반대방향으로 돌았는데 나름 좋았습니다. 국악 방송국도 있구요. 큰건물 통째로 카페와 비빔밥집도 좋았구요. 술박물관도 재밌었네요. 대한황실 승광재에서 황손 이석총재님 뵈어서 더욱 기억에 남는 여행이 되었네요.",5.0
"전통과는 거리가 먼
다양한 국적의 정체모를 음식을 즐기며 한복 코스프레하는 곳

외국인 찬구나 손님 데려와서는 안되겠다는 생각이 드는 곳",1.0
"어진(왕의 초상화)를 모시는 경기전, 국내에서 가장 아름다운 성당 전동성당이 있고 도보로 10분이면 자만 벽화마을, 20분이면 객리단길까지 갈 수 있지요. 전주여행에서 빼놓을 수 없는 스팟입니다. :)",4.0
자동차로 서울에서 3시간 거리에 있으며 토요일엔 우리 고전 한복 입은 청소년들이 아주 많아 보기 좋음. 구경거리가 많아 아이들도 졸아 함. 주차장은 임시 주차장이 있고 셔틀버스가 자주 운행이 되어 편리 함.,4.0
과거보다 더 번화해지고 더 맛집도 많고 재미도 있다. 주변에 관광지도 많고 단! 사람이 너무많다 주말에는 이점 참고하시길,5.0
"부모님과 함께 꽃구경도 할 겸 고즈넉한 전통 한옥마을을 꿈꾸며 이곳을 찾았다.
그런데, 그 곳은 한옥마을이라고 하기엔 너무 거리가 멀었다.

한옥 거리는 조성되어 있었지만 개량형 한옥들은 대부분이 식당 아니면 기념품 가게들 아니면 게스트하우스들만 넘쳐나고 있었다. 사진 속의 전통 한옥은 동네 전체를 두 시간여 뒤진 끝에 건진 옛 모습을 간직한 한옥의 모습이다.

특히 고등학생 수학여행객들을 대상으로 빌려주는 전동 스쿠터는 한옥마을의 암적인 존재였다. 시끄럽고 무질서하고 보행자와 차량 모두에게 위협적인 존재였다. 지역 조직폭력배와 연관이 있는 건지는 잘 모르겠지만 전주시청 관광과에서는 이에 대한 대책을 시급하게 세워야 할 것으로 보인다.

한옥 없는 한옥 마을. 속 빈 강정같은 느낌이었다. 그나마 별 두 개를 준 이유는 경기전과 전동성당 덕분이다.",2.0
"크게 볼건 없지만 공주처럼 고운 한복입고 맛난것 먹고 사진 찍기 좋은곳
주차하고 싶다면 아침 일찍 서둘르셔야 해요",4.0
한옥마을에 조금은 어울리지 않는 큰 건물이 많이 생겨 아쉬웠습니다. 한복입고 다니는 사람들도 보며 볼거리와 구경거리는 많습니다. 맛집도 많아 신나는 여행지입니다.,4.0
"전주 사람 입장에서 보면, 관광객이 많아져서 번잡스럽지만,
원래 전주 자체가 한산한 곳이다보니 상대적으로 그런 것이고 서울 여느 관광지보다는 한산한 느낌입니다ㅎㅎ.
그치만 관광보다, 길거리에서 사먹는 재미로 다닐만해요.",4.0
"예전 고즈넉한 분위기를 그리워하는 분들은 상업화되어 먹자골목이 되었다고 싫어하지만, 예쁘고 아기자기한 맛은 있습니다. 한복 입고 사진 찍으며 몰려 다니는 젊은이들도 귀엽고요. 다양한 먹을거리도 나름 괜찮아요. 전동성당, 경기던, 향교, 배테랑 칼국수만으로도 저는 재방문 의사 있습니다. 고즈넉한 산책을 원하신다면 안동 한옥마을로 가시면 될 거 같네요.",5.0
"요즘은 한복, 복고의상 대여로 구경하는 재미가 있습니다. 외국인들이 가기도 괜찮을꺼 같아요. 다양한 체험과 먹거리가 있어서 즐겁게 여행할수 있는 곳이에요",4.0
"산책길 중 높은 곳에 올라가면 한옥마을 전경이 보이는데 멋스럽고 아름다워요. 경기전도 둘러볼 만하고, 전동성당 안에는 들어가 볼 수 없지만 건물 자체가 예뻐요.",5.0
유서깊은 경기전을 비롯해 전주한옥마을의 다양한 먹거리와 함께 많은 사람들에게 사랑을 받는 곳이다. 주위를 돌아 보려면 한복으로 곱게 치장하고 둘러 보는 것도 이곳에서의 운치이니 이 또한 추천하고 싶고 전주음식의 대명사인 비빕밥과 떡갈비 등도 추천하고싶다.,4.0
"전주는 내륙이라 서울보다 춥지가 않아요.
거기에 워낙 다양한 먹거리가 널려 있어 즐거운 경험을 하기에는 딱 좋은 장소입니다.
한옥에서 숙박 체험도 할수 있는 장소도 많아 색다른 한옥 체험도 가능합니다.
아이들에게 색다른 경험을 남겨주고 싶다면...
전주 한옥마을 추천합니다.",5.0
전주 한옥마을은 매우 많은 이야기를 들은 곳이다. 수 많은 관광객이 많이오고 특별한 맛을 만날 수 있는 음식도 많다고 얘기를 들었다. 직접 가본 한옥마을은 먹고 보고 즐기고 하는 곳이라는 생각이 든다. 특히 월요일은 휴무가 많아 좋지 않다. 체험이나 문화 행사에 적극 참여해야 한옥마을의 맛을 제대로 느낄 수 있을것 같다.,4.0
"더운 날씨에 갔는데, 한옥 분위기와 입구의 성당 느낌이 좋았습니다.
물론 많이 상업화 되었지만, 전주를 방문했다면 한번쯤 가보실만 합니다.
다만, 한번 이상은 비추드립니다.",4.0
너무 상업적으로 변해서 특색이 없어요. 외국인들에게 한국 전통을 소개하기엔 한복입고 돌아다니는 사람들과 한옥 몇 체가 전부인 듯 하여 아쉽습니다. 그나마 전통찻집으로 창피함을 면했네요ᆢ,4.0
"전주한옥마을.. 몇년전에 갔을 때는 그나마 괜찮았는데..
지금 너무 상업적으로 변하고 대부분 전통 한옥이 아니라 인위적으로 만든 한옥들이라 실망했습니다.
한옥마을이 무색하게 음식점이나 간식을 파는 곳이 대부분입니다.
지저분하고 너무 복잡하고... 이게 한옥마을인가? 아님 그냥 동네 번화가에 온건가? 싶을 정도로 많이 변했습니다...
다시는 방문하지 않을 듯 합니다.",3.0
"2016년 11월에 친구들과 다녀왔습니다. 2012년부터 1년에 몇차례씩 방문하는 곳인데 이번에 가 보고 깜짝 놀랐습니다. 일단 너무나 상업적으로 변해서 입니다. 과거에는 사람들이 많아도 차분하게 산책을 할 수 있는 분위기기 가능했는데, 이번에 가 보니 명동에 온 것처럼 정신이 없습니다. 한복을 대여해서 입고 다니는 사람들이 엄청 많고, 또 전동바이크라는 바퀴가 넓은 바이크가 도로를 차지하고 다니고 있습니다. 과거에는 보이지 않았던 간식을 파는 가게들이 상당히 많아졌습니다. 우석대학교 한방문화센터 맞은편에 제가 잘 가던 카페에 커피를 마시려고 가 보니 없어지고 식당이 생기는지 공사가 한창입니다. 그나마 대형 주차장이 생겨서 골목마다 차를 마구 세우지는 않는 것은 좋아진 점입니다만 이런 변화가 전박적으로는 바람직한 것 같지 않습니다.",3.0
이번이 세번째 방문인데 이전보다 많이 상업화된 느낌이다. 세번이면 충분하니 다시는 오고싶은 생각은 없다. 주차하기가 만만치 않다,2.0
10년도쯤 갔을때도 점점 음식점 많이 들어서고 먹자거리처럼 되는구나 싶었는데 오랜만에 가보니 완전 상업지구가 되었네요 왁자지걸하니 좋긴하지만 고즈넉하고 한국 전통스러운 맛은 거의 없는거 같습니다 한복 대여점이 많이 생겨서 한복입고 다니는 사람은 많네요. 한옥보면서 느긋하게 여유를 즐길 곳은 아닌듯 싶습니다,3.0
"전주 한옥마을에 방문한지 벌써 4번째네요. 계절별로 방문한거같아요. 사실 그리 특별한건 없는데 전주한옥마을 특유의 분위기가 너무 좋아서 계속 방문하게되네요. 하지만 주말은 피하시는게 제일 좋으세요! 주말에 갔을땐 모든 상점앞에서 줄이 어마어마하게 길던 기억이.. 주중에 가면 정말 조용하고 좋아요. 단점은 시장들 문이 안연다는게.. 그래도 마을안에도 먹거리는 많으니 괜찮아요~
한옥마을은 숙소들도 다 특유의 그 포근함과...빳빳한 이불들.. 다 좋은기억만 있네요^^.. 계속 깨끗하고 지금처럼만 유지해주세요!",5.0
"서울의 북촌한옥마을에 한옥이 훨씬더 많은거 같습니다.
한옥은 별로 없고 기와를 얹은 집만 많습니다.
오목대에서 보니깐 전부 한옥같이 보이더군요.
음식파는 가게는 많더군요. 카스테라, 아이스크림, 망고스무디, 호떡, 만두, 비빔밥을 먹었는데 주차장 건너편에서 파는 아이스크림이 제일 맛있었고 비빔밥은 별로였습니다.
별로 볼거 없고 음식도 별로였지만 가족들과 산책하기 좋았습니다.",3.0
"3번째 방문
쉽게 왔다가 맛나게 놀고 가까운 게스트 하우스에서 하룻밤 자고
1박 2일 여행으로 딱이네요 ㅎㅎㅎ
4번째엔 또 변화된 모습의 한옥마을이 기대되요",5.0
"일본여행을 갔을때 전통의상을 대여해 입고 사진을 찍으면서 기념품을 파는 가게들로 시끌벅적하던 기억이 겹쳐지더군요...먹자골목처럼 맛집이 여기저기...즐기기보단 입에만 대보는 정도...정신없었지만 어린..젊은 친구들은 사진찍고 웃고 떠들고...좋을때다...ㅋ
곳곳에 볼거리가 많아요...그냥 휙보고 오지말고 숨겨져있는 볼거리 찾아보고 오세요..알찬 여행될수있어요",4.0
너무 기대를 해서인지 어린아이와 가서는 특별히 해볼건 없었고 특이한 분위기때문에 한번쯤은 가볼만한것 같네요. 주말에 갔더니 너무 정신없기도 했지만 예쁘게 잘 꾸며놓은것 같아요. 각종 전시도 많아서 좋음,4.0
한국에 이런곳이 있나싶을정도로 아름답고 다시한번가고싶을정도가 아닌 자주가고 싶은 곳이네요. 2박으로 다녀왔는데 먹을것도 너무 맛있고 미처 먹지못한 유명한곳은 차차 방문해서 먹을 예정입니다.,5.0
"남원이나 안동보다는 좀 인위적으로 만든 느낌은 나지만 더 친근하고 정돈이 되어있어서 좋았습니다. 한옥마을에서 1박까지 하니, 전통체험 제대로 한 것 같네요.",5.0
"먼저 한옥마을 곳곳에 보면 한복을 만원 이만원 정도의 가격으로 빌릴 수 있어요 한복입고 돌아다니는 사람이 많아서 전혀 챙피하지 않아요
근데 한옥마을 한복 만원짜리는 이쁜게 별로 없어서 저희는 한옥마을 밖에서 빌렸다는 ㅎㅎ
하지만 가장 좋은건 맛집이 모여있다는거죠~근데 줄이 무~~지 깁니다. 친구들하고 같이가셨다면 따로 줄서서 사와서 같이 먹는걸 추천하고 저는 개인적으로 오징어꽃다발이 맥주안주로 좋았다는 ㅎㅎ
식사는 왠만하면 한옥마을 밖에서 하는걸 추천해요 택시타고가며 기사님께 물어보니 그 안엔 비싸기만하고 밖이 맛있고 싼곳이 많다고 하셔서 저희는 2끼는 밖에서 먹었는데 100%만족했어요 ㅎㅎ",5.0
"아름다운 한옥이 가득한 곳입니다

마침 한복을 빌려주는곳이 많아서

타임머신을 타고 과거 시간 여행을 온 것 같습니다

사고가 있는 경기전

전동성당

한국의 전통 가옥인 한옥의 아름다움에 빠져보세요",5.0
"한옥마을인지 길거리 음식점샵인지..
주차할곳도 별로 없고 여름에는 마땅히 쉴만한 곳도 없어요.",1.0
가족과 함께 갔었습니다. 특히 해외에서 오랜만에 온 가족들이 즐거워 했습니다. 수학여행온 학생들도 많고 다양한 사람들이 모야 즐겁게 놀고 있습니다.,5.0
"요즘 대새로 뜨고 있는 곳 한복입고 당일치기로 갔다와야 할 곳으로 뜨고 있지만
먹거리가 다양하기로도 유명하고 한복입고 스냅사진으로 유명하고
사람들이 너무나 많이 몰리다 보니 여기가 한옥마을인가 쉽기도 하고...
하지만 다양한 먹거리를 즐길 수 있는 곳이에요",4.0
"서울에서 고속버스로 2시간 남짓이면 도착하고 한옥마을이 크지는 않아서 하루면 충분히 즐길 수 있어서 좋음
가족과 함께 맛있는 식사거리도 많아 즐거움",4.0
한옥의 운치를 느끼기 보다는 상업화의 끝장을 봄. 더불어 사람구경 많이 했네요 물론 맛있는 것도 많고 관광지라 어쩔수 없이 사람이 많긴 하지만 그래도 뭔가 씁쓸 했네요.,3.0
최근들어 로컬음식이 줄고 유명한 음식만 늘었던 것 같습니다. 물론 돌아다니기는 좋지만 사람이 너무 많아서 힘들 것 같아서 넓히는 것 또한 필요할 겁니다,5.0
"한옥 펜션으로 구성된 한옥 마을에서는 한복을 대여해 입을 수 있고, 갖가지 맛있는 음식과 구경거리가 가득해요. 전라도가 음식으로 유명해서 어딜가나 맛있었어요. 풍년제과 초코파이, 문꼬치, 모주, 비빔밥 등 먹방 투어를 좋아하시는 분들께 강추합니다~",5.0
"한옥마을은 예전에 모습을 잃어버린것 같아요
그래도 전동성당과 풍남문 쪽은 예전의 모습을 잘 간직하고 있습니다.",4.0
"쩌죽을뻔했어요 사람도 많고 날씨도 덥고 유명맛집은 다 줄이 엄청길고
이별여행하는줄 ....
봄가을겨울에 가는걸 추천합니다",5.0
"여기가 한옥마을인지 먹자골목인지 구분이 안되는 곳.
건물은 한옥식으로 잘 꾸며놨는데 그 건물에 들어선 상점은 거의 대부분이 식당 아니면 기념품 아니면 한복 대여점.
마을 자체는 세련되고 걷기 좋게 꾸며놨는데 먹을거 말고는 딱히 할게 없는 곳.
워낙 유명해서 가봤는데 길따라 걷다가 그냥 왔네요.",3.0
"솔직히 과거의 한국을 느끼기 위해 조선시대의 한국을 느끼기 위해 가는 곳으로서는 이곳은 좋지 못하다.
걍 먹자 골목이다.",2.0
"중심거리가 너무 상업화 되었고 관광객들로 붐벼 아쉽긴 하지만 여전히 매력있는 동네라고 생각한다. 한 여름보다는 조금 시원한 계절에 가능하면 사람이 많지 않은 시기에 와 보길 추천하며, 중심부를 벗어나 외곽 주변으로 걸어보면 좋을 것 같다. 전주에는 예쁘고 매력있는 카페가 많이 들어서 있는데 한옥마을에도 한옥을 개조한 카페와 찻집이 많이 있으니 괜찮은 곳에서 맛과 분위기를 즐겨보는 것도 좋은 것 같다.",4.0
"예전과 같이 고즈넉하지는 않지만...
우리나라에서 이렇게 한옥마을로 성공한 곳은 드물지 않나 싶다.
각종 길거리 음식과 맛집, 한옥체험, 볼거리....이젠 문화로 자리잡나 싶다.
내부에 공영주차장 등이 있지만 주차는 조금 힘들다.
천천히 시간을 내서 돌아보면 소소한 재미들을 느낄 수 있고, 한복을 빌려입거나, 전통차를 마시거나, 한지공예 등을 아이들과 체험할 수 있어서 좋았다. 길거리 음식과 맛집들로 넘쳐나서 한옥의 정취를 느끼고자 하시는 분들에게는 한옥에서 하룻밤 체험하고 다음날 구경하시는 걸 추천합니다.",4.0
"전주여행하면 한옥마을이죠. 요즘엔 길거리 음식도 많고 볼거리도 많아서, 전주여행지로 적합해요",5.0
"전주를 대표하는 관광명소로서, 현대식과 한옥이라는 문화가 잘 어울린 곳이다.
한옥에 위치한 현대식 상점들과 맛집들, 여러 볼거리들이 사람들을 반긴다.",5.0
"한옥 마을이라고 해서 솔직히 말해
민속촌쯤을 생각하고 갔으나~
뚜둥~ 반전,
아기자기 하니 귀여운 가게도 많고
한옥게스트하우스도 많고,
길거리 음식들이 아주 많아서 잼있었던 곳이예요",3.0
"마치 인사동과 삼청동을 모아 놓은듯한 느낌이 들었다.
산책 다니기에도 거리도 적당하고, 중간중간에 먹을거리, 즐길거리도 충분하다.
가족 여행으로 대만족",5.0
"끔찍한 인파와 완벽히 상업화된 거리. 한옥은 이름만 있을 뿐, 결코 이 이름을 듣고 굳이 전주로 찾아가는 사람이 없기를 바라며 마친다",2.0
"전주 한옥마을!
갖가지 길거리 음식들과 게스트 하우스,예쁜 찻집이 즐비한 곳.
진짜 한옥의 전통적 느낌은 적지만.
맛있는 음식 먹으러 가는것 만큼은 기분좋아지게 하는곳!!",4.0
전주를처음가봤지만 그냥 인사동거리와 비슷해 많이 본듯한느낌을받았다. 그래도 인사동과의 차이점은 역시 초코파이인거같다. 초코파이옆쪽에보면 만두집도있는데 둘다먹어보기를추천한다,3.0
"오히려 밖에서 보는 외관의 풍경은 기대를 부풀리지만 정작 가서 보면 너무 상업화 되어있어서 진득한 고유의 한옥마을의 정취를 느끼긴 힘듭니다. 안에 음식점들은 항상 사람들이 붐비고 주차 할 공간도 찾기 힘들어요. 물론 이색 먹거리나 특산품도 판매하긴 하지만 전주 고유의 것들은 정작 찾기 힘들고 어딜가나 있는 생과일 쥬스, 츄러스 등등 딱히 특색이 있다고 보긴 힘듭니다. 그리고 저녁이나 밤중엔 어린아이들이 불빛 나오는 장난감으로 여기 저기 활개를 치고 다녀서 정말 질서가 없었습니다. 사람들도 길거리에 너무 붐비고 음식점들은 전주 물가에 비해 다소 많이 비싼 곳이 대다수 입니다. 식사와 주전부리 등 먹으면서 한복체험 하는 것도 재미있고 한옥마을의 풍경도 아름답지만 너무 관광상업지로 변질된 것 같아 아쉽습니다. 주말이나 휴가 때 가시는 것은 비추천, 음식점은 한옥마을 주변의 맛집을 추천 드립니다.",2.0
"전주는 학부시절에 답사로 이후 아이들을 가르치는 일로 많이 방문했지만 크게 변화하지 않았던 전주가 한옥마을이 들어서면서 새롭고 활기찬 분위기를 느꼈다. 그래서 새롭게 공사하는 터미널을 보면서 새로운 변화를 실감하였다.
물론 길거리 먹거리로만 인식하게 하는 상업성에는 지역 행정에서 약간의 고려를 해야하는 것은 맞지만 한옥마을과 지역간의 연관성을 가지면서 전주의 전통문화가 함께 어울려지기를 바랍니다..",4.0
"전주에 와보신 분들이 다시 오시고 싶어하는 곳이요
사람 구경도 하고 맛있는 음식도 먹고
길거리 음식도 다 맛있는 편이라
모르면 길줄에 서면 다 맛있음요
한옥구경도 하고 시간가는줄 모릅니다",5.0
"한번 정도는 가볼만 합니다.
너무 상업화되어서 그 안에서 숙식하는건 추천하지 않아요.
그냥 한번정도 가볼만 하지 대단한건 기대하지 마시고
전주의 다른곳도 같이 둘러 보세요.",3.0
"전주 한옥 마을은 솔직히 말해
무조건 먹방 여행이다

언제가도 맛있는 길거리야가 있기에
그거 하나만으로도 충분한 ㅋㅋ

진짜 한옥마을이 아닌 관광을 위해
조성된게 조금 많이 아쉬운 곳",4.0
"네 번째 방문이었습니다. 예전에 비해 너무 많은 관광객들로 붐비는 곳이 되었지만 메인 스트리트를 벗어나면 그래도 한적해서 예전 느낌이 남아있네요. 요즘은 한복을 빌려입고 색다르게 즐기는 모습들을 많이 볼 수 있는데, 그 한복들이 전통 한복이면 더 좋았겠다는 생각이 들었어요. 한옥 숙소에서 조용히 쉬면서 맛집도 많아 휴가를 즐기기에 참 좋은 곳입니다.",4.0
"도심에서 잊혀져 가는 한옥의 아름다움을 느낄 수 있는 곳입니다. 많이 확장해서 한옥마을 산책도 좋았고, 먹거리도 많아서 배고플 틈도 없었고요. 더운 여름에도 한옥집은 시원해서 더욱 좋았네요.",4.0
"비빕밥, 여름철 음식 등이 푸짐하며 전주의 대표적 음식과 전주의 한옥체험을 통한 전주의 풍미를 느낄 수 있을 것 입니다! 한복도 대여를 해주기에 부담없이 한복을 입고 사진을 찍을 수 있습니다~^*^
전주로 오세요~~^*^또한 한옥마을에서는 한옥에서 1박을 할 수 있는 하우스가 많다는 사실 잊지 마세요~~^^^",5.0
"몇 년전 겨울에 방문했던 한옥마을은 정말 운치있었다.
분위기 있는 벽화를 배경삼아 사진찍기 좋았고
한적한 공방을 거닐며 크래프트 구경하는 것도 재미있었다.

경기전, 전동성당 큼직한 구조물들이 가까이 있어
지나다니는 맛이 좋았다.

근데 이번에 다시 찾은 전주 한옥마을은.. 실망 그자체였다.
홍대? 명동? 번화가를 방불케하는 정신사나운 간판공해와 호객행위.
먹거리도 많고 놀거리도 많아 좋지만
전주 한옥마을이 가지던 고유한 멋은 다 잃었다.

한옥으로 나무로 지었으면 다 한옥마을인가 ..
이미 컨텐츠는 지나치게 상업화 되어있고
사람떼로 거리를 밀려다니며 거닐게 되었다.

한복 대여점도 많아졌고 재미있는 컨텐츠임은 확실하지만
이전같은 전주 한옥마을 고유의 차분하고 멋스러운 우리것을 지켜왔다면
더 좋지 않았을까 싶다.

한복을 대여해서 힘들게 입고서도
생과일 주스 한 잔 마시겠다고 늘어선 줄에서 20분을 벗어나지 못하는 사람들을 보면서
그냥 고개가 절로 가로저어졌다.

아름답고 풍부했던 한옥마을은 어디갔나....
다시 찾아와... 우리의 한옥마을.....",2.0
"예전보다 많이 현대화되었는데

한옥 마을에서만의 먹거리보다는

유명 프랜차이즈가 많이 들어오고

가격도 좀 높은 편인 것 같아 씁쓸한 기분이 듭니다.

한옥마을 만의 분위기를 찾았으면 하는 바람입니다.",4.0
